order_number,order_full,item_id,title,item_url,qty_sold,qty_available,price,price_text
,,357955849382,Advanced User Guide Manual for Canon EOS R6 Mark III MkIII,https://www.ebay.com/itm/357955849382,1,1,110.00,$110.00
